CO_RS_I1,CO_RS_I2,CO_RS_I3,CO_RS_I4,CO_RS_I5,CO_RS_I6,CO_RS_I7,CO_RS_I8,CO_RS_I9,QE_I01,QE_I02,QE_I03,QE_I04,QE_I05,QE_I06,QE_I07,QE_I08,QE_I09,QE_I10,QE_I11,QE_I12,QE_I13,QE_I14,QE_I15,QE_I17,QE_I18,QE_I19,QE_I20,QE_I21,QE_I22,QE_I23,QE_I24,QE_I25,QE_I26,QE_I27,QE_I28,QE_I29,QE_I30,QE_I31,QE_I32,QE_I33,QE_I34,QE_I35,QE_I36,QE_I37,QE_I38,QE_I39,QE_I40,QE_I41,QE_I42,QE_I43,QE_I44,QE_I45,QE_I46,QE_I47,QE_I48,QE_I49,QE_I50,QE_I51,QE_I52,QE_I53,QE_I54,QE_I55,QE_I56,QE_I57,QE_I58,QE_I59,QE_I60,QE_I61,QE_I62,QE_I63,QE_I64,QE_I65,QE_I66,QE_I67,QE_I68
C,D,C,B,C,C,E,C,D,A,A,A,C,B,B,F,D,E,E,C,A,A,A,A,A,A,B,C,B,D,D,A,E,C,6,6,5,5,6,6,5,5,6,6,6,6,5,6,6,6,6,6,5,6,6,6,6,7,8,6,6,6,6,5,5,6,6,6,6,6,6,6,6,6,5,6
C,C,C,C,B,C,B,C,D,A,A,A,E,E,B,C,C,C,C,B,A,A,A,A,A,A,B,C,A,A,B,E,A,C,4,4,3,4,4,6,3,3,5,5,3,3,2,4,6,2,4,4,5,3,4,3,4,7,4,4,4,4,3,6,5,6,6,4,6,4,3,6,2,3,3,6
D,D,C,D,A,C,C,C,C,B,A,A,F,F,C,B,A,B,A,B,A,B,A,A,B,A,B,C,A,E,E,A,E,C,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
C,D,B,B,B,C,B,D,D,A,C,A,D,E,B,D,B,A,E,C,A,A,A,E,A,A,B,A,A,C,C,A,E,C,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
D,D,C,B,C,C,B,C,C,A,A,A,B,D,B,C,A,E,E,C,A,A,A,A,A,A,B,C,B,C,C,E,B,F,6,6,6,6,6,6,5,6,5,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
C,E,B,D,B,D,B,C,B,B,A,A,D,E,C,C,E,E,E,B,A,A,A,A,A,B,B,D,A,C,D,A,A,C,6,6,5,6,6,6,5,6,6,5,6,5,6,6,6,6,6,5,6,6,5,6,5,7,5,6,6,6,5,6,6,6,6,5,6,5,6,6,6,5,6,6
C,D,B,B,C,C,B,D,C,A,A,A,D,C,B,C,F,C,E,B,A,A,A,A,B,A,A,H,B,E,D,A,E,F,6,6,6,6,6,6,6,6,6,6,6,6,6,3,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
C,C,B,B,B,C,B,D,D,A,A,A,D,E,B,E,E,D,E,B,A,A,A,A,B,A,B,E,A,E,B,A,A,C,6,5,5,5,5,5,6,4,5,5,5,5,6,5,6,5,4,5,5,4,5,6,6,6,5,5,4,5,5,6,6,5,6,5,5,4,5,5,6,6,6,4
D,D,B,A,A,B,E,D,D,A,A,A,F,F,C,B,E,C,A,E,A,B,A,A,B,B,B,A,A,D,D,A,E,F,6,6,6,6,6,6,6,6,6,5,5,6,6,5,6,5,6,6,6,5,6,6,6,7,6,6,6,6,6,5,6,6,6,4,5,6,6,6,6,6,6,5
B,D,C,A,A,B,B,D,D,A,A,A,B,B,D,A,B,C,A,C,A,B,A,A,A,A,C,H,B,C,D,A,A,C,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,5,6,7,6,6,6,6,6,6,6,6,6,2,6,5,6,6,6,6,3,6
A,C,C,A,B,B,D,D,B,A,A,A,C,E,B,D,B,C,D,D,A,A,A,A,A,A,B,A,A,B,B,A,C,C,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,7,3,6,6,6,5,6,6,5,5,5,6,5,5,5,6,5,5,6
C,D,A,B,B,D,A,D,D,A,A,A,B,E,B,B,B,F,E,C,A,A,A,C,A,A,B,A,A,B,C,A,C,D,5,4,6,6,6,6,6,6,6,6,6,6,4,5,6,6,5,5,5,6,6,6,5,7,6,5,5,6,6,5,6,6,6,4,5,6,6,5,6,6,6,6
B,D,C,C,C,C,A,A,C,A,A,A,D,E,B,B,E,C,E,I,A,A,A,A,B,A,B,C,A,B,B,A,A,C,6,6,6,6,6,6,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,5,4,5,6,5,1,5,5,6,4,6,5,2,6
C,E,C,B,C,B,B,B,C,A,A,A,C,E,C,D,B,C,A,E,A,A,A,A,D,D,B,A,A,A,A,E,C,H,4,5,5,5,6,6,5,5,6,6,6,6,6,5,6,6,6,6,6,6,6,5,6,7,6,6,6,6,6,5,6,6,6,5,6,6,6,6,6,6,6,6
C,D,C,C,B,C,B,C,B,A,A,A,D,C,B,C,D,C,E,B,A,C,A,A,B,A,F,C,A,A,B,E,A,C,5,5,4,4,4,5,5,5,5,5,5,5,5,5,5,6,5,6,6,5,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,6,6,5,3,6
B,E,D,B,B,C,B,D,D,E,A,A,C,C,C,C,C,C,E,E,A,F,A,A,A,A,D,C,B,D,B,D,A,F,5,4,5,6,6,6,5,4,5,6,6,6,6,5,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,5,5,4,6,6,6,6,6
C,C,D,A,A,B,E,E,C,A,C,A,E,E,B,D,F,D,E,B,A,A,A,A,B,A,B,A,A,C,D,B,E,F,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,5,6,6,6,6,6
C,C,B,B,B,C,B,D,D,A,A,A,E,E,B,D,E,B,A,B,A,A,A,A,E,A,B,C,A,B,B,E,C,F,4,4,4,3,3,4,4,4,3,3,3,3,4,4,6,5,4,4,4,8,3,3,4,7,4,8,8,2,4,3,4,5,4,3,3,3,4,7,7,4,2,5
B,C,C,A,A,B,A,C,B,A,A,A,F,E,B,C,F,C,E,B,A,A,A,A,B,A,C,H,A,A,A,E,A,F,3,3,4,8,3,5,4,3,6,7,3,3,8,7,6,5,6,6,4,8,3,3,3,7,3,6,6,5,8,4,3,5,6,3,2,3,2,5,8,3,3,6
D,B,A,C,C,D,.,A,C,A,A,A,D,E,B,B,C,C,D,B,A,A,F,A,B,B,B,B,A,B,B,E,B,F,6,5,6,6,6,5,6,6,6,5,5,5,6,5,6,6,6,6,6,6,6,5,6,5,6,6,6,6,5,6,6,6,6,5,6,5,6,6,6,5,6,6
D,C,C,B,B,C,E,E,C,B,A,A,E,D,C,B,E,C,E,B,A,F,A,A,B,A,B,A,A,C,D,E,C,F,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
C,D,C,A,A,B,A,C,B,A,A,A,E,D,D,A,G,D,E,I,A,A,F,A,B,A,B,G,A,B,A,E,A,F,3,4,3,3,2,3,4,3,5,8,2,3,4,4,4,3,4,4,3,8,4,4,4,4,2,6,4,4,3,6,5,3,4,4,4,2,4,4,4,4,4,4
B,B,C,A,A,B,E,D,C,A,A,A,D,D,B,F,E,D,E,B,A,A,A,A,B,A,B,A,B,A,C,E,A,F,4,4,6,5,4,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
C,C,C,A,A,B,E,D,C,A,A,A,E,E,B,E,F,B,A,B,A,A,A,A,B,A,B,C,A,B,E,E,A,F,5,6,4,4,4,5,4,4,4,4,4,4,4,4,5,4,5,6,6,4,4,4,5,6,3,4,3,6,6,4,6,6,6,2,4,4,5,5,5,4,4,4
.,.,.,.,.,.,.,.,.,A,C,A,B,C,B,C,D,E,E,C,A,A,A,E,A,A,B,C,B,C,C,E,A,F,5,5,6,6,6,6,6,6,5,5,5,5,6,4,5,6,4,6,8,7,6,5,6,6,6,1,6,6,6,6,5,6,6,3,5,6,6,6,8,6,8,6
C,C,B,B,B,C,B,D,B,A,A,A,C,B,B,B,C,F,E,C,A,A,A,F,A,B,A,A,A,C,B,E,E,F,6,6,5,5,5,5,4,5,5,5,4,5,5,5,6,5,4,6,6,4,5,5,5,6,6,5,5,6,5,4,5,5,5,4,3,4,4,5,5,5,5,5
B,C,C,B,B,C,D,C,.,A,D,A,E,E,F,A,A,C,E,I,F,A,A,A,A,B,B,H,A,A,A,E,G,H,3,3,2,2,6,1,1,1,1,1,4,2,1,1,3,6,2,3,2,1,3,3,3,3,3,3,3,3,3,3,3,6,3,3,6,3,3,3,6,3,1,4
C,C,B,B,B,B,D,C,B,A,D,A,E,D,B,C,F,E,E,H,A,F,A,A,B,A,B,A,A,B,B,E,A,F,4,6,5,5,6,4,5,4,4,5,5,5,6,5,5,5,4,5,6,5,5,5,4,6,5,4,4,5,5,5,5,6,5,5,4,5,5,5,4,4,4,5
.,.,.,.,.,.,.,.,.,A,A,A,D,D,B,C,F,E,E,B,A,A,A,A,B,A,A,C,A,D,B,A,A,F,5,5,5,5,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,5,5,5,5,5,5,5
C,C,B,A,A,B,D,D,B,A,A,A,E,E,B,D,F,D,E,B,A,A,A,A,B,A,A,A,A,B,B,E,A,F,7,5,5,4,5,4,4,7,7,5,4,4,4,5,3,4,3,4,1,3,4,4,4,7,6,1,1,3,4,2,4,4,4,2,2,3,3,4,1,5,1,3
B,B,C,D,B,B,E,E,B,A,A,A,F,E,A,A,F,D,E,B,A,A,A,A,B,A,A,A,A,B,A,A,E,F,3,5,4,5,6,6,5,5,5,4,3,4,4,4,4,4,4,4,4,4,3,4,3,4,3,5,3,2,4,5,3,4,3,4,5,3,4,5,3,4,3,4
D,E,C,B,B,C,B,C,B,A,C,A,E,D,B,G,C,C,C,H,E,D,A,F,A,A,B,A,A,C,B,A,B,H,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
E,E,*,C,.,C,D,C,D,A,B,A,A,B,A,A,C,C,E,H,E,D,A,A,A,A,A,H,B,B,C,E,C,C,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
C,C,A,A,A,C,E,D,C,A,A,A,B,D,B,F,B,D,D,H,E,D,A,F,B,A,B,C,A,D,D,A,B,F,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
D,D,A,B,A,C,B,D,D,A,B,A,C,B,B,D,B,C,E,H,E,D,A,F,A,A,B,C,B,C,C,A,A,F,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
C,D,C,B,B,B,B,D,C,A,C,A,B,D,B,D,B,C,A,H,E,D,A,F,B,A,B,A,A,C,B,A,A,F,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
C,C,B,B,B,C,E,D,B,B,C,A,E,E,C,D,C,F,E,H,A,A,A,A,A,A,B,C,A,B,B,E,E,C,3,4,5,5,5,5,5,6,5,5,6,5,6,5,6,6,5,5,6,6,5,6,5,6,6,6,6,6,6,6,6,5,5,5,6,6,6,6,5,5,6,5
C,C,C,A,A,C,B,D,C,A,C,A,C,C,B,C,C,B,A,H,E,D,E,F,B,A,A,A,B,D,C,A,A,F,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
C,A,A,A,A,C,B,D,C,A,D,A,B,B,C,D,B,E,E,H,E,D,E,F,A,B,F,A,A,E,C,C,C,F,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
D,D,B,B,B,C,B,D,C,B,A,A,C,C,C,C,D,E,E,H,E,D,E,F,A,E,G,H,A,E,E,C,C,F,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
C,D,C,B,D,C,B,D,C,A,A,A,D,D,B,C,C,E,C,H,E,D,A,F,A,A,B,A,A,D,E,A,D,E,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
C,D,C,A,A,B,A,C,C,A,C,A,D,D,B,H,C,D,E,H,E,F,A,F,A,A,B,A,B,D,B,A,A,F,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
C,D,C,C,D,C,B,D,D,A,C,A,E,D,B,E,D,C,D,H,E,D,A,F,B,A,F,A,A,E,C,A,C,F,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
D,D,C,B,C,C,B,D,D,B,C,A,B,B,C,B,B,E,A,H,E,F,A,F,A,A,A,H,A,B,C,A,C,F,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
C,C,B,B,B,C,B,D,B,A,A,A,F,E,A,A,D,D,E,H,A,F,A,A,E,A,B,A,A,B,C,A,E,C,6,6,5,4,4,5,6,6,6,5,5,5,5,5,5,4,4,4,4,4,6,5,5,5,4,3,1,6,6,6,6,6,3,5,5,5,5,5,5,5,4,5
C,D,C,A,A,C,B,D,C,B,C,A,E,E,C,B,C,E,E,H,E,D,A,F,A,A,B,G,A,C,B,A,A,F,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
C,D,B,A,A,B,B,D,C,A,A,A,E,D,B,E,F,B,A,H,E,D,A,F,A,A,B,G,A,C,B,A,H,F,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
C,C,C,C,B,C,B,D,C,A,B,A,C,F,B,E,C,E,A,H,E,D,A,E,B,A,B,A,A,E,E,A,B,C,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
B,C,B,B,B,B,C,B,C,A,C,A,D,D,B,E,D,B,A,H,E,D,E,F,A,A,A,C,A,D,C,A,C,F,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
C,C,C,B,B,D,A,C,C,A,C,A,D,D,B,H,C,B,A,H,E,F,A,C,A,A,B,A,B,C,C,A,C,F,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
C,D,A,B,D,C,C,D,D,A,A,A,D,F,B,C,D,C,D,H,E,D,A,F,E,A,B,A,A,C,B,A,H,C,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
D,C,C,A,B,C,B,D,B,A,C,A,C,F,B,F,C,E,E,H,E,D,A,F,A,A,B,G,A,C,B,A,A,C,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
C,D,C,B,B,C,E,D,C,C,A,A,B,B,B,B,C,D,E,H,E,D,A,F,A,A,B,G,A,B,B,A,A,F,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
C,B,C,B,C,C,B,D,B,A,A,A,A,A,B,E,E,E,E,H,E,F,A,C,A,A,F,C,B,D,B,A,C,F,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
D,C,C,C,B,C,D,C,B,A,A,A,D,D,B,E,D,C,E,H,E,D,A,F,A,A,B,C,A,C,B,A,A,F,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
C,D,C,A,A,B,A,D,C,A,C,A,E,D,B,E,E,B,A,H,E,D,E,F,D,A,A,A,A,D,C,A,A,F,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
D,C,C,B,A,C,B,D,B,A,C,A,C,C,B,C,B,E,E,H,A,A,A,A,A,A,A,C,A,B,B,E,E,C,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
B,D,C,A,B,B,A,D,D,A,C,A,D,D,B,D,F,B,A,H,E,D,E,F,B,A,B,G,A,E,D,A,E,F,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
C,D,C,B,B,C,B,C,C,A,A,A,D,C,B,C,B,E,B,H,E,D,A,F,E,A,C,A,B,C,D,E,E,B,5,5,5,4,4,5,4,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
D,C,C,B,D,C,B,D,B,A,B,A,D,D,B,E,B,E,D,H,E,D,A,A,D,A,B,C,A,E,D,A,E,C,6,6,6,6,6,6,6,6,6,6,6,6,6,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,6,6,6,6,5,6,6,5,5,4,6
D,E,B,B,B,C,B,B,C,A,C,A,F,D,B,D,D,B,A,H,E,D,A,F,B,A,B,A,A,C,B,A,H,F,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
C,C,C,B,A,D,D,B,C,A,A,A,C,C,C,C,C,F,E,I,E,F,A,A,A,A,B,G,A,B,B,E,C,H,6,4,4,6,6,5,4,6,6,6,4,6,4,6,3,6,1,1,2,1,6,6,5,4,5,1,1,4,6,2,4,7,6,6,6,6,6,5,4,5,5,6
C,D,B,B,.,B,D,B,C,A,B,A,B,B,B,G,D,C,D,H,E,F,A,A,A,A,A,B,B,C,C,A,E,B,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,6,7,7,5,6,7,6,6,5,6,6,6,6,6,6,6,5,6
D,C,C,A,A,C,A,D,C,A,A,A,C,C,B,E,C,E,E,H,E,D,A,A,D,A,B,C,A,E,E,A,E,C,6,6,6,6,6,6,6,6,6,6,6,6,6,2,6,6,6,6,2,6,6,6,6,6,6,6,1,6,6,6,2,6,2,6,4,4,4,6,6,6,6,6
B,C,B,A,A,B,D,D,B,A,C,A,E,D,B,F,B,C,D,H,A,D,A,A,D,A,B,G,A,B,B,A,C,F,6,6,6,6,6,6,6,5,6,6,5,6,6,6,6,6,6,6,6,5,6,6,6,5,6,5,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
C,C,C,B,B,B,E,D,C,A,A,A,C,D,B,F,B,C,B,H,E,D,A,F,B,A,A,A,A,B,B,A,E,F,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
.,.,.,.,.,.,.,.,.,B,A,A,F,D,C,C,F,E,E,K,A,A,A,A,B,A,B,A,A,A,B,E,E,F,3,5,2,4,4,6,5,3,6,3,4,4,4,2,2,2,1,3,1,1,5,4,4,7,6,3,1,6,3,1,5,6,5,3,5,5,5,6,6,1,1,5
C,C,C,D,D,A,B,C,D,A,C,A,C,D,B,D,D,C,E,G,A,A,A,E,A,B,B,C,B,D,C,E,C,F,6,5,4,2,6,6,5,5,6,5,2,4,6,1,2,6,1,2,4,2,6,6,4,4,6,5,1,3,5,1,2,6,3,2,4,2,3,6,5,6,6,5
D,E,C,C,C,C,B,D,C,A,A,A,E,D,B,E,F,E,E,H,A,A,A,A,A,A,B,C,A,B,C,E,C,H,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
C,D,A,A,B,C,D,D,B,B,A,A,D,D,C,D,F,F,E,B,A,A,A,A,A,A,F,A,A,C,B,E,A,F,6,6,6,6,6,6,6,6,6,6,5,5,6,5,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6,5,6,6,6,6,5,6,6,6,6,6,6,6
C,C,C,A,A,B,D,D,B,A,C,A,E,E,B,E,F,D,E,B,A,A,A,A,A,B,B,A,A,A,B,E,C,D,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6
C,C,C,B,B,B,A,D,C,A,A,A,F,F,B,B,F,C,E,H,A,F,A,A,B,B,B,C,A,B,B,E,A,I,6,5,4,4,6,6,6,5,6,6,5,5,8,6,6,4,8,4,8,8,6,6,6,6,6,6,8,6,6,6,5,6,6,8,6,6,6,6,8,6,5,6
C,B,C,A,B,B,E,E,C,A,A,A,E,E,B,E,D,C,E,E,A,D,A,A,D,B,B,H,A,C,B,A,E,F,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
B,D,C,A,A,A,A,C,D,A,A,A,B,B,D,A,B,D,E,C,A,A,A,C,A,A,B,C,A,A,C,E,A,A,2,1,3,2,3,3,5,2,8,4,2,2,4,1,2,5,4,1,2,1,2,4,2,4,6,8,5,6,4,3,3,6,6,4,2,2,2,6,1,7,1,6
C,C,C,B,B,C,B,D,B,A,A,A,D,D,B,E,E,C,E,B,A,A,A,A,B,A,B,C,B,B,B,E,A,C,3,3,4,3,3,6,5,4,5,4,4,4,3,2,3,5,5,5,3,8,3,2,2,6,6,6,6,3,3,2,3,6,5,5,5,5,5,5,8,4,1,5
C,C,A,B,B,C,B,D,B,A,A,A,D,D,B,D,D,E,E,H,A,A,A,E,A,A,C,K,A,A,B,E,A,H,3,4,3,4,2,4,4,3,3,6,5,5,8,5,2,5,2,2,4,3,4,4,5,7,6,7,3,5,5,5,5,6,4,8,5,6,6,6,6,4,4,5
B,C,C,B,B,A,A,C,B,A,A,A,E,D,B,C,F,D,E,B,A,A,A,A,B,A,B,H,A,C,C,E,E,F,5,5,5,3,4,5,5,6,5,6,4,4,5,4,5,6,4,4,4,3,5,5,4,5,6,5,4,4,5,6,5,6,5,6,6,6,6,6,6,5,5,6
C,B,D,C,C,C,B,D,B,A,A,A,D,E,B,C,D,C,A,B,A,A,A,A,B,B,B,A,A,C,C,E,E,F,5,5,5,4,6,6,6,5,5,6,5,5,6,6,6,5,6,5,5,5,5,6,6,5,6,8,8,6,5,6,6,6,6,6,6,6,6,5,6,5,6,6
C,D,C,B,C,D,B,C,D,A,A,A,D,F,B,D,D,B,A,B,A,A,A,A,B,A,B,C,A,A,D,E,A,F,5,5,5,6,4,4,5,3,2,6,5,4,4,7,6,5,8,8,8,8,5,6,6,4,6,7,4,6,3,3,5,6,8,6,4,6,5,6,5,5,6,6
B,C,C,B,B,C,C,D,B,A,C,A,E,E,B,D,F,D,E,B,A,A,A,A,B,A,B,A,A,B,B,E,A,F,5,6,4,4,5,6,5,5,4,4,4,5,3,4,2,4,4,3,3,3,5,5,5,6,4,6,6,5,6,6,6,6,3,6,6,6,6,6,6,4,3,6
C,D,C,B,B,D,A,D,C,A,A,A,D,D,B,C,E,E,E,B,A,A,A,A,B,A,B,C,A,B,B,E,A,F,6,4,4,5,5,6,6,5,4,5,4,5,6,5,5,5,3,5,3,3,8,5,6,4,5,2,2,3,5,5,4,5,6,6,6,6,6,6,6,6,8,6
C,D,C,B,B,C,B,D,C,A,A,A,E,D,B,D,C,C,E,B,A,A,A,A,A,B,B,A,A,E,C,A,A,D,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
C,C,C,B,B,C,D,D,B,A,A,A,D,E,B,D,D,C,E,B,A,A,A,A,B,A,B,C,A,B,C,A,C,F,6,5,6,6,6,6,6,6,6,5,6,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
A,C,A,A,A,A,D,D,C,A,C,A,D,B,B,C,E,D,E,C,A,A,A,E,A,B,B,C,B,C,C,E,A,F,5,5,4,3,6,5,6,3,2,6,5,5,5,6,5,4,2,2,6,6,5,5,4,2,3,6,2,6,5,5,5,5,6,5,5,5,6,6,8,4,5,3
B,C,B,B,A,C,B,D,C,A,A,A,C,C,B,F,E,C,E,B,A,A,A,A,B,B,B,C,A,B,D,A,A,F,6,6,5,6,6,6,5,5,5,6,6,5,5,5,6,6,5,8,6,8,6,6,6,6,6,6,6,5,6,6,5,6,6,5,6,6,6,6,8,6,5,6
C,C,C,B,B,D,B,C,C,A,A,A,F,F,B,E,F,C,D,B,A,A,A,A,B,A,B,A,A,B,D,E,A,F,5,5,5,5,6,6,6,6,6,5,6,5,6,5,6,6,6,6,6,7,6,6,5,6,6,5,5,5,6,6,6,6,5,5,5,6,6,6,6,6,5,6
C,C,C,A,A,A,A,D,B,A,A,A,D,D,C,B,C,C,E,B,A,A,A,A,A,B,B,C,B,C,D,E,A,F,6,6,6,6,6,6,5,5,6,5,6,6,5,6,5,6,5,5,5,5,6,6,5,8,6,6,6,6,6,6,6,6,5,6,6,6,6,5,6,6,5,6
D,C,B,B,B,C,E,D,D,A,C,A,A,B,A,A,B,D,E,C,A,A,A,E,A,A,A,G,B,B,C,E,H,F,5,5,5,5,5,6,6,5,5,6,5,5,4,5,4,5,4,5,5,4,5,6,5,6,6,6,4,5,5,4,5,6,6,5,6,6,5,6,5,5,6,6
